gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,1,1,12.769975193611486,1,2,1,0,0,0,0,0,0,2,1,1,54.38180674659169,30.04377372835207,0
1,0,1,1,5.896995818306273,1,1,0,0,0,0,0,0,0,1,0,3,17.6465226194593,14.29761711615775,0
1,0,0,0,12.090711140230347,1,2,1,0,0,0,0,0,0,2,1,1,62.137364794262,30.02447258731514,0
1,0,1,0,5.033832083042317,1,2,1,0,0,0,0,0,0,0,1,2,59.488328975705876,18.69628252873533,0
1,0,0,0,10.596137654979096,1,2,2,0,0,0,0,0,0,0,1,2,65.49952810376233,28.19205357977097,0
0,0,0,0,1.4177755214453713,1,1,1,0,0,0,0,0,0,0,0,3,39.6061307769847,8.672483429412495,0
1,0,0,0,1.4177755214453713,1,1,2,0,0,0,0,0,0,0,1,2,62.71679014023616,9.994314258149451,1
0,0,0,0,10.93422337085282,1,2,1,0,0,0,0,0,0,2,1,1,62.06490713574311,28.82265513891839,0
1,0,1,1,12.675282664274386,1,2,1,0,0,0,0,0,0,2,1,1,50.67473830285434,28.893949892347408,0
1,1,0,0,9.884510261742308,1,2,2,0,0,0,0,0,0,0,1,2,69.63860397039554,28.049363059550995,0
1,0,0,0,5.480398450094364,1,1,2,0,0,0,0,0,0,0,1,1,75.97229021835834,20.946727010520316,1
1,1,1,0,7.347856887306913,1,2,1,0,0,0,0,0,0,0,1,1,54.601399295040416,22.281029314260497,0
1,1,1,0,3.7322777297994865,1,2,2,0,0,0,0,0,0,0,1,1,62.71679014023616,16.317859154076977,1
1,1,1,1,11.787012361386807,1,1,1,0,0,0,0,0,0,1,1,1,58.506241344338356,29.283076154436955,0
0,1,0,0,6.0956857775593525,1,2,2,0,0,0,0,0,0,0,1,2,73.36528600478556,22.28064993660989,1
1,0,1,1,12.090711140230347,1,2,2,0,0,0,0,0,0,1,1,1,76.36451593434737,32.3492066031154,0
0,1,1,1,12.386622738965807,1,2,2,0,0,0,0,0,0,1,1,2,82.61934964716173,33.418085359670464,0
1,0,1,1,8.707660136754283,1,2,0,0,0,0,0,0,0,2,0,1,20.975031292285994,18.169017148331516,0
1,0,0,0,12.957168450726964,1,2,2,0,0,0,0,0,0,2,1,1,81.94594172476171,34.41902136177791,0
1,0,1,0,10.3644628661899,1,2,2,0,0,0,0,0,0,0,1,2,76.97037409648816,29.74762798980023,0
0,0,0,0,11.787012361386807,1,2,2,0,0,0,0,0,0,0,1,0,69.38721926026072,31.024612519239756,0
0,0,1,0,12.957168450726964,0,0,1,0,0,0,0,0,0,2,0,0,34.21219212006162,26.013267281865467,0
1,0,1,1,6.0956857775593525,1,1,1,0,0,0,0,0,0,1,1,1,43.45598340637107,18.552598020396587,0
1,0,0,0,4.019768977701526,1,2,2,0,0,0,0,0,0,0,0,2,72.61399634476781,17.93320378404224,1
1,0,0,0,1.9188812273419398,1,1,1,0,0,0,0,0,0,0,1,2,58.833745247111125,11.975355727032213,0
0,0,1,0,10.3644628661899,1,2,2,0,0,0,0,0,0,1,1,2,61.44875038627034,27.64362595203182,0
1,0,0,0,8.278574300992483,1,1,1,0,0,0,0,0,0,2,0,3,61.666272118212596,24.7441839147073,0
1,0,1,1,10.710051267511659,1,1,0,0,0,0,0,0,0,2,0,0,17.167355257613345,18.394920294269603,0
0,0,0,0,4.291737218181439,1,1,2,0,0,0,0,0,0,0,1,3,62.137364794262,18.125344644284933,0
0,0,0,0,0.8122712741111652,1,1,1,0,0,0,0,0,0,0,0,3,39.45605561145327,6.695397062120418,0
1,0,1,1,10.93422337085282,1,1,0,0,0,0,0,0,0,1,1,2,17.367127912602697,19.30977467104173,0
0,1,1,1,12.19018584077593,1,2,2,0,0,0,0,0,0,2,1,0,84.84918342869541,33.44838322559022,0
0,0,1,1,11.990371756646582,1,2,0,0,0,0,0,0,0,2,1,0,20.42320870345983,20.938760719902994,0
1,0,0,1,1.9188812273419398,1,1,1,0,0,0,0,0,0,0,1,0,50.932326090778666,10.742989103548897,0
1,1,0,0,11.368912341194388,1,2,2,0,0,0,0,0,0,1,0,2,84.07103785410669,32.09617675745933,0
1,0,0,0,10.246618568763873,1,1,1,0,0,0,0,0,0,1,0,1,44.3863635216592,25.287192513997656,0
1,0,1,1,3.7322777297994865,1,1,1,0,0,0,0,0,0,0,0,3,43.642181539761616,14.967004853122303,0
0,1,0,0,8.130622119655783,1,1,1,0,0,0,0,0,0,0,1,2,58.43344337148592,23.5486585490189,0
1,0,1,1,10.12737714615498,1,2,0,0,0,0,0,0,0,1,1,1,21.722194307833583,19.962898589512236,0
1,0,0,1,0.8122712741111652,1,1,2,0,0,0,0,0,0,0,1,2,61.775010590031805,8.052734048831008,1
1,0,1,1,4.550327022775058,0,0,1,0,0,0,0,0,0,0,0,2,40.58055976330875,15.743746857025808,0
1,0,1,0,3.426487894744319,1,1,2,0,0,0,0,0,0,0,1,0,58.724593063413835,15.110818266443717,1
1,0,0,0,9.760781466760063,1,1,2,0,0,0,0,0,0,0,1,0,79.3190330233519,29.036735116954226,0
1,0,1,0,10.596137654979096,1,1,0,0,0,0,0,0,0,2,1,0,17.167355257613345,18.64878401949645,0
0,0,0,0,4.019768977701526,1,2,2,0,0,0,0,0,0,0,1,1,76.11493599689864,18.32067388441082,0
1,0,1,0,8.846131973960185,1,1,1,0,0,0,0,0,0,1,1,0,49.20084245813507,23.88639102790493,0
1,0,1,1,10.480955013645074,1,1,0,0,0,0,0,0,0,2,0,0,17.566729444526988,19.12580899634389,0
1,0,1,1,10.246618568763873,1,1,0,0,0,0,0,0,0,2,1,3,17.0074124671265,18.37177723242366,0
0,0,1,0,7.980002076519969,0,0,1,0,0,0,0,0,0,0,0,3,27.82804186782294,18.857111448618305,0
0,0,1,1,8.130622119655783,1,1,2,0,0,0,0,0,0,0,0,0,63.72978538868536,24.954566589947575,0
0,1,0,0,0.8122712741111652,1,1,2,0,0,0,0,0,0,0,0,2,58.397041741990286,7.872692536800756,0
0,0,1,1,12.386622738965807,1,2,1,0,0,0,0,0,0,2,1,3,65.13866170110396,31.44594063854576,0
1,0,0,0,12.28881644315851,1,2,2,0,0,0,0,0,0,0,1,1,84.46018068615231,33.45906722040774,0
0,0,0,0,12.957168450726964,1,2,2,0,0,0,0,0,0,2,1,0,77.25535487412672,33.920588805155234,0
1,0,0,0,4.797235410357843,1,2,2,0,0,0,0,0,0,0,1,2,61.48500816274038,18.37330197324372,1
0,0,1,1,12.863931848577842,1,2,1,0,0,0,0,0,0,1,1,1,52.65925782875861,29.8229013050603,0
0,0,0,0,2.743799020423761,1,1,0,0,0,0,0,0,0,0,0,3,17.88574123272071,9.190591777371555,1
0,0,0,0,10.93422337085282,1,1,0,0,0,0,0,0,0,2,0,0,17.845888129668523,19.398705043285393,0
1,1,1,0,7.347856887306913,1,1,2,0,0,0,0,0,0,0,1,2,75.54422725581307,24.794452383950052,1
0,0,0,0,0.8122712741111652,1,1,0,0,0,0,0,0,0,0,0,3,17.207323581955784,4.6124118785837664,0
1,0,1,1,0.8122712741111652,1,1,0,0,0,0,0,0,0,0,0,2,16.60706275193023,4.534601269613444,0
0,0,0,0,9.249207072716946,1,2,2,0,0,0,0,0,0,1,0,0,73.04337856723849,27.544964248089354,0
1,1,1,0,12.386622738965807,0,0,1,0,0,0,0,0,0,1,0,0,36.82244384834992,26.17926703896999,0
0,0,1,0,12.579837859434994,1,2,2,0,0,0,0,0,0,2,1,0,83.71714945378103,34.11585357336273,1
0,0,0,0,2.743799020423761,0,0,1,0,0,0,0,0,0,0,0,3,20.462661464684857,8.775731968432366,0
1,0,1,1,12.957168450726964,1,2,2,0,0,0,0,0,0,1,1,2,79.56781213075185,33.71813075876022,0
1,0,0,0,8.42398709648365,0,0,1,0,0,0,0,0,0,1,0,3,25.042054183792178,18.37513125779035,0
0,0,0,0,9.884510261742308,1,2,2,0,0,0,0,0,0,1,0,3,72.57820556752861,28.2224705818654,0
0,0,1,1,12.957168450726964,1,1,0,0,0,0,0,0,0,2,0,1,16.566988561272893,20.66264033739872,0
0,0,1,0,11.261866819542004,1,2,2,0,0,0,0,0,0,0,1,2,74.29462400916313,30.674855247725823,1
1,0,0,0,10.93422337085282,1,1,1,0,0,0,0,0,0,1,0,1,46.09435674152448,26.217049920372872,0
1,0,0,0,9.884510261742308,1,1,2,0,0,0,0,0,0,0,1,2,70.64343850942998,28.290497776677753,0
1,1,1,0,9.116820220023142,1,2,2,0,0,0,0,0,0,0,1,2,59.70639886291897,25.769655823718136,1
1,0,1,1,12.19018584077593,0,0,1,0,0,0,0,0,0,2,1,2,43.60494683041456,27.133798291646766,0
0,0,1,1,1.9188812273419398,1,1,2,0,0,0,0,0,0,0,0,2,69.35130136881756,12.045742423843414,0
1,0,0,0,8.982489280377507,0,0,1,0,0,0,0,0,0,2,0,0,25.74066619563818,19.500377867865836,0
1,0,1,1,4.291737218181439,1,2,2,0,0,0,0,0,0,0,1,2,76.79221929191488,19.168011216528075,1
1,0,0,0,9.635448415675944,1,1,0,0,0,0,0,0,0,2,0,3,17.566729444526988,17.788903280432734,0
0,0,1,1,7.670187912961393,1,2,2,0,0,0,0,0,0,0,1,1,66.00448127351964,23.68078468320165,0
1,0,1,1,11.368912341194388,1,2,2,0,0,0,0,0,0,1,1,1,76.47145926465822,31.129511173474825,0
1,0,0,0,3.098700284591752,1,1,0,0,0,0,0,0,0,0,0,3,17.606629403612416,9.158567022231574,0
0,0,0,0,1.9188812273419398,1,2,2,0,0,0,0,0,0,0,1,2,58.17859488321603,11.730131797074097,1
1,0,1,1,3.426487894744319,1,1,1,0,0,0,0,0,0,0,0,3,40.69287705546829,13.498084261309879,0
1,0,1,1,2.3543600333591534,1,1,0,0,0,0,0,0,0,0,0,3,17.72628888790808,7.375530017680188,0
0,0,0,0,8.56697911804015,1,1,2,0,0,0,0,0,0,2,1,2,68.70453052778086,26.180276393077424,0
1,1,0,0,7.670187912961393,1,2,2,0,0,0,0,0,0,0,1,2,60.832112616479584,23.62822308282862,1
0,0,1,0,12.957168450726964,1,2,0,0,0,0,0,0,0,2,1,0,19.87026265457109,22.17147892765189,0
0,0,0,0,0.8122712741111652,1,1,0,0,0,0,0,0,0,0,0,3,16.847357631852805,4.565977016779717,0
0,1,0,0,12.863931848577842,0,0,1,0,0,0,0,0,0,1,1,2,44.98101485006496,28.354919734114148,0
1,0,0,0,5.033832083042317,1,2,2,0,0,0,0,0,0,0,1,2,66.54516890609256,19.95816539623809,0
1,0,1,1,7.347856887306913,0,0,1,0,0,0,0,0,0,0,1,1,46.576156763228475,21.277507319530415,1
0,0,0,0,12.483623768408517,1,1,1,0,0,0,0,0,0,2,0,0,40.58055976330875,26.750723647036256,0
0,0,0,0,0.8122712741111652,0,0,1,0,0,0,0,0,0,0,1,2,29.136161766751684,5.873217421835206,1
0,0,0,0,1.4177755214453713,1,1,1,0,0,0,0,0,0,0,0,2,35.91619513652534,8.124064665396206,1
1,0,0,0,9.884510261742308,1,2,0,0,0,0,0,0,0,2,1,1,21.56505997554269,19.8201940701229,0
1,0,0,0,7.011477542199261,1,1,2,0,0,0,0,0,0,0,1,0,58.61542510696172,22.37856151972356,0
1,0,1,1,12.19018584077593,1,1,0,0,0,0,0,0,0,2,0,3,17.207323581955784,20.261931516565227,0
0,0,0,1,11.474922638354588,1,1,0,0,0,0,0,0,0,2,1,3,16.727242279299613,19.730219941215395,0
1,1,1,0,0.8122712741111652,1,1,2,0,0,0,0,0,0,0,1,3,55.296325046254466,7.70076846553715,1
1,1,1,1,12.957168450726964,1,2,1,0,0,0,0,0,0,2,1,1,68.05728481013568,32.515029106327056,0
1,0,0,0,3.7322777297994865,1,2,1,0,0,0,0,0,0,0,0,2,55.807941560771845,15.728738844300915,1
1,0,1,0,11.889146266908249,1,2,2,0,0,0,0,0,0,2,1,0,77.36220149447459,31.843055957879372,0
0,0,0,0,12.19018584077593,1,2,2,0,0,0,0,0,0,1,1,1,65.35520016935718,30.75861099695558,0
0,1,1,0,12.863931848577842,1,2,0,0,0,0,0,0,0,2,0,0,20.18637135347223,22.294486773071792,0
1,0,1,1,12.28881644315851,1,2,2,0,0,0,0,0,0,2,1,1,75.93662550862592,32.50214156776727,0
0,0,0,0,1.9188812273419398,1,1,0,0,0,0,0,0,0,1,0,3,16.727242279299613,7.30524461935908,0
0,0,0,0,0.8122712741111652,1,1,1,0,0,0,0,0,0,0,1,2,36.8978866319226,6.5072318293305065,1
0,0,0,1,8.130622119655783,1,1,1,0,0,0,0,0,0,1,0,1,50.932326090778666,22.929672930560912,0
0,0,1,1,5.480398450094364,1,1,1,0,0,0,0,0,0,0,1,3,54.601399295040416,19.205061116601158,0
1,0,1,1,3.7322777297994865,1,1,1,0,0,0,0,0,0,0,1,2,53.905786280311226,15.73492269262299,0
0,0,0,0,3.426487894744319,1,2,2,0,0,0,0,0,0,0,0,3,73.04337856723849,16.49544990380468,1
1,0,1,1,12.769975193611486,1,2,2,0,0,0,0,0,0,1,1,1,82.40674100879768,34.51389591414509,0
0,0,1,1,11.990371756646582,1,1,1,0,0,0,0,0,0,2,0,2,66.65326529115457,30.635149558516904,0
1,0,1,1,3.098700284591752,1,1,0,0,0,0,0,0,0,0,0,3,16.807326280653218,9.180427006476032,0
1,0,1,1,5.261241157609829,1,1,2,0,0,0,0,0,0,0,1,0,62.89777498176589,19.63870996122012,0
1,0,0,0,6.837452431252002,1,2,2,0,0,0,0,0,0,0,1,0,65.24693793049302,22.540142520985327,0
0,0,1,1,6.837452431252002,1,1,0,0,0,0,0,0,0,1,0,3,17.167355257613345,14.31580194930955,0
0,0,1,1,5.692092685736443,1,1,1,0,0,0,0,0,0,2,0,3,50.74834514817699,18.941105799895116,0
0,0,0,0,4.291737218181439,1,2,0,0,0,0,0,0,0,2,0,0,21.56505997554269,12.097537677520284,0
1,0,0,1,5.033832083042317,1,1,1,0,0,0,0,0,0,0,1,2,44.64659876645517,17.3079718230007,0
1,0,1,0,6.476368044190856,1,2,2,0,0,0,0,0,0,0,0,2,63.982837707987414,21.650979008536673,1
1,0,0,0,1.4177755214453713,1,1,2,0,0,0,0,0,0,0,1,2,54.74775623365867,9.771103271040849,0
0,0,0,0,11.044553271290134,1,2,1,0,0,0,0,0,0,2,1,0,57.814374950310466,28.299074837134594,0
1,0,1,1,4.550327022775058,1,1,0,0,0,0,0,0,0,1,0,3,17.52682272548592,11.804628150521337,0
0,0,1,0,12.675282664274386,1,1,0,0,0,0,0,0,0,2,0,3,16.967409307410687,20.663555401257327,0
1,0,0,0,2.3543600333591534,1,1,2,0,0,0,0,0,0,0,1,0,55.62526335795674,12.431886615415253,1
0,0,1,0,12.957168450726964,1,2,1,0,0,0,0,0,0,2,1,0,68.77641731203455,32.26615018808666,0
0,1,1,0,11.579925316612202,0,0,1,0,0,0,0,0,0,0,1,2,36.63378481378558,25.18285079776375,1
1,0,1,1,5.692092685736443,1,1,0,0,0,0,0,0,0,0,0,2,17.367127912602697,13.12173918706443,0
0,0,1,0,9.884510261742308,1,1,2,0,0,0,0,0,0,1,1,0,65.31911430927327,27.396985039691774,0
1,0,1,0,1.4177755214453713,1,2,2,0,0,0,0,0,0,0,1,2,79.7454742955451,11.95389470591111,1
0,0,1,0,5.261241157609829,1,1,1,0,0,0,0,0,0,2,0,3,63.6574703708874,19.78743028660815,0
1,0,1,0,11.044553271290134,1,1,2,0,0,0,0,0,0,1,1,0,72.93605151427661,30.267793543334278,1
1,0,0,0,8.42398709648365,1,1,0,0,0,0,0,0,0,1,0,0,17.486909229691864,16.487942827697637,0
1,0,1,0,8.707660136754283,1,2,0,0,0,0,0,0,0,0,0,2,20.778078682336332,17.417350753859104,0
1,1,0,0,5.480398450094364,1,2,2,0,0,0,0,0,0,0,1,3,58.2150071137852,19.601811680226596,1
1,1,0,0,3.426487894744319,1,1,2,0,0,0,0,0,0,0,0,0,59.67005818813035,15.17553888557526,1
1,0,1,1,5.480398450094364,1,2,2,0,0,0,0,0,0,0,1,0,80.42030930218391,21.51503672517433,0
0,0,1,0,11.889146266908249,1,1,0,0,0,0,0,0,0,1,1,1,17.486909229691864,20.137339826516776,0
1,0,0,0,0.8122712741111652,0,0,1,0,0,0,0,0,0,0,0,0,24.88660738053603,5.4742564555964055,1
1,0,0,0,0.8122712741111652,1,1,1,0,0,0,0,0,0,0,0,3,36.63378481378558,6.4872869076837985,0
0,0,0,0,3.7322777297994865,1,2,2,0,0,0,0,0,0,0,0,0,65.49952810376233,16.551691962063998,1
0,0,1,1,8.56697911804015,1,1,1,0,0,0,0,0,0,1,0,1,58.43344337148592,24.615447622062497,0
1,0,0,0,5.033832083042317,1,1,2,0,0,0,0,0,0,0,1,2,61.70251993172169,19.422447619062773,1
1,0,1,0,0.8122712741111652,0,0,1,0,0,0,0,0,0,0,1,2,20.856876515013276,5.049374468317026,1
0,0,0,0,6.476368044190856,1,1,1,0,0,0,0,0,0,0,1,3,41.51581162568064,18.940256174220124,0
0,0,0,0,1.9188812273419398,0,0,1,0,0,0,0,0,0,0,0,2,25.236259817385125,8.157424281941775,0
1,0,0,0,5.033832083042317,1,1,0,0,0,0,0,0,0,1,0,2,16.767287835947858,11.986876494680082,0
1,0,1,0,9.508451350999776,1,2,1,0,0,0,0,0,0,0,0,1,45.09244411095036,24.393894546141897,0
0,0,1,1,9.884510261742308,1,2,1,0,0,0,0,0,0,1,1,1,56.35569830213687,26.54149489941877,0
0,0,1,0,3.098700284591752,1,1,2,0,0,0,0,0,0,0,1,2,70.17704772858843,15.433728545261094,1
1,0,1,1,12.675282664274386,1,1,0,0,0,0,0,0,0,2,0,0,16.847357631852805,20.718049709788332,0
1,0,1,1,12.957168450726964,1,2,2,0,0,0,0,0,0,2,0,1,83.50476031272608,34.756119050630474,0
0,0,1,1,11.683946792049891,1,1,0,0,0,0,0,0,0,2,0,1,16.4868185443507,19.84297406813532,0
1,0,1,0,6.476368044190856,1,1,2,0,0,0,0,0,0,0,1,2,74.15170823915629,22.82920630490952,0
0,0,1,1,7.18153093392941,1,2,0,0,0,0,0,0,0,2,1,0,20.304815984152363,15.935428916170087,0
0,0,0,0,11.683946792049891,1,2,2,0,0,0,0,0,0,0,1,2,84.6723813196645,32.64972412544635,0
0,0,1,1,12.957168450726964,1,2,2,0,0,0,0,0,0,2,1,0,85.30873433502369,34.649848099827324,0
0,0,0,1,0.8122712741111652,1,1,0,0,0,0,0,0,0,0,0,3,17.6465226194593,4.66817710307619,0
1,0,1,0,7.670187912961393,1,1,2,0,0,0,0,0,0,1,1,1,77.9674486154718,25.265942110365746,0
1,0,0,0,5.261241157609829,1,1,2,0,0,0,0,0,0,0,1,1,62.28226039905606,19.42590970118342,0
0,0,1,1,12.863931848577842,1,2,2,0,0,0,0,0,0,2,0,2,80.56232336045231,33.85145040515254,0
0,0,0,1,5.033832083042317,1,1,2,0,0,0,0,0,0,0,1,1,61.01352692480819,18.99725823720283,0
0,0,0,0,10.00669111053478,1,1,2,0,0,0,0,0,0,0,0,1,54.1255284012209,26.00544142873383,0
1,0,0,0,8.56697911804015,1,1,2,0,0,0,0,0,0,1,1,0,62.20981587912768,25.27615901776964,0
0,0,1,1,12.957168450726964,0,0,1,0,0,0,0,0,0,2,1,1,44.23760475333732,28.74633906134723,0
0,0,0,0,0.8122712741111652,1,1,2,0,0,0,0,0,0,0,0,2,62.17359115785623,8.073510696749516,1
1,0,0,0,6.288663831856624,1,1,2,0,0,0,0,0,0,0,1,2,81.30757729552685,22.94554675604322,1
0,0,1,0,12.19018584077593,1,1,2,0,0,0,0,0,0,1,1,1,78.3588835336774,32.83954129675112,0
0,0,0,0,1.4177755214453713,1,1,1,0,0,0,0,0,0,0,1,1,37.16184314035714,8.24327720955486,1
1,0,0,0,0.8122712741111652,0,0,1,0,0,0,0,0,0,0,0,2,21.21119089035459,5.088903931723131,0
0,0,0,1,11.889146266908249,1,1,0,0,0,0,0,0,0,2,0,3,16.847357631852805,19.489027436009312,0
1,0,1,1,7.980002076519969,1,1,0,0,0,0,0,0,0,1,0,2,17.0474086241541,15.51682388932451,0
0,1,1,0,7.011477542199261,1,2,2,0,0,0,0,0,0,0,0,2,67.15753495008235,23.090308841137805,0
1,0,1,0,11.474922638354588,0,0,1,0,0,0,0,0,0,0,1,0,46.6872865034197,27.165865701786664,0
0,0,1,1,12.957168450726964,0,0,1,0,0,0,0,0,0,2,0,1,36.596044052068976,26.45943216419753,0
0,0,1,0,12.386622738965807,0,0,1,0,0,0,0,0,0,2,1,0,45.09244411095036,27.944118594198994,0
0,0,1,1,12.28881644315851,1,2,1,0,0,0,0,0,0,2,1,0,65.28302689664456,30.817459406152896,0
1,0,0,0,3.7322777297994865,1,1,2,0,0,0,0,0,0,0,1,0,62.246038959165155,16.246996668557333,0
1,0,0,0,2.3543600333591534,1,1,2,0,0,0,0,0,0,0,1,2,55.07694845630126,12.360938408901584,1
1,0,1,0,12.863931848577842,1,2,0,0,0,0,0,0,0,2,0,0,20.81748040455704,22.59507351455039,0
0,0,1,1,0.8122712741111652,1,1,0,0,0,0,0,0,0,1,1,2,17.207323581955784,4.6124118785837664,0
0,0,1,0,2.3543600333591534,1,1,1,0,0,0,0,0,0,0,0,3,40.2059952060485,10.783546191446954,1
1,0,0,0,4.797235410357843,1,1,0,0,0,0,0,0,0,1,1,0,16.52690716508119,11.551244514844075,0
0,0,0,0,7.18153093392941,0,0,1,0,0,0,0,0,0,1,1,3,40.61800152100884,20.314584820397982,0
1,0,1,1,8.278574300992483,1,1,1,0,0,0,0,0,0,1,1,3,63.07871930301058,24.884605060350182,0
1,0,1,0,0.8122712741111652,1,1,1,0,0,0,0,0,0,0,0,3,44.051601901744306,7.0127993765797125,1
0,0,0,0,8.130622119655783,1,2,2,0,0,0,0,0,0,0,1,1,69.38721926026072,25.38130560067992,0
1,0,1,1,10.3644628661899,1,2,1,0,0,0,0,0,0,2,1,1,66.07659283224518,28.602671399426466,0
0,0,0,0,11.153757202423925,1,2,2,0,0,0,0,0,0,2,1,1,82.30042062159436,31.518609930330403,0
0,0,0,0,10.710051267511659,1,1,2,0,0,0,0,0,0,0,1,1,71.96955107848274,29.820736864782965,0
0,0,0,0,0.8122712741111652,1,1,2,0,0,0,0,0,0,0,1,3,65.57168278103603,8.246891261768452,1
1,0,0,0,12.957168450726964,1,1,0,0,0,0,0,0,0,2,0,1,17.24728499220804,21.546645263408802,0
1,0,0,0,7.980002076519969,1,2,0,0,0,0,0,0,0,0,0,2,21.132493133425292,16.853378235994146,0
